timestamp;tag;duration;nvidia_gpu_0
1709716277.4393559;foo;0.0010006427764892578;0
1709716277.4403565;foo;0.0010287761688232422;0
1709716277.441904;foo;0.0;0
1709716277.4428887;foo;0.0;0
1709716277.443889;foo;0.0;0
1709716277.444889;foo;0.0010004043579101562;0
1709716277.4458895;foo;0.001001119613647461;0
1709716277.4468906;foo;0.0009989738464355469;0
1709716277.4478896;foo;0.0010006427764892578;0
1709716277.4526834;foo;0.0007219314575195312;0
1709716277.4544053;foo;0.0;0
1709716277.4554057;foo;0.0;0
1709716277.4564059;foo;0.0;0
1709716277.457406;foo;0.0;0
1709716277.4584062;foo;0.0;0
1709716277.4594066;foo;0.0;0
1709716277.4604065;foo;0.0;0
1709716277.461407;foo;0.0010318756103515625;0
1709716277.462958;foo;0.0;0
1709716277.463952;foo;0.0009911060333251953;0
1709716277.4649432;foo;0.0010004043579101562;0
1709716277.4659436;foo;0.0009996891021728516;0
1709716277.4669433;foo;0.0010004043579101562;0
1709716277.4679437;foo;0.0009999275207519531;0
1709716277.4759302;foo;0.0;0
1709716277.4769294;foo;0.0;0
1709716277.4779298;foo;0.0;0
1709716277.4789302;foo;0.0;0
1709716277.4799302;foo;0.0;0
1709716277.4809303;foo;0.0010001659393310547;0
1709716277.482931;foo;0.0010001659393310547;0
1709716277.484932;foo;0.0;0
1709716277.4859736;foo;0.0;0
1709716277.4869828;foo;0.0;0
1709716277.487983;foo;0.0;0
1709716277.4889834;foo;0.00400090217590332;0
1709716277.4929843;foo;0.0010004043579101562;0
1709716277.4939847;foo;0.0010004043579101562;0
1709716277.494985;foo;0.0010161399841308594;0
1709716277.4960012;foo;0.0010094642639160156;0
1709716277.4970107;foo;0.0010001659393310547;0
1709716277.4980109;foo;0.0010004043579101562;0
1709716277.4990113;foo;0.0010001659393310547;0
1709716277.5000114;foo;0.0010008811950683594;0
1709716277.5010123;foo;0.0009996891021728516;0
1709716277.5030122;foo;0.0;0
1709716277.5040123;foo;0.0;0
1709716277.5050125;foo;0.0;0
1709716277.5060298;foo;0.00043892860412597656;0
1709716277.5070393;foo;0.0;0
1709716277.5080392;foo;0.0;0
1709716277.5120401;foo;0.0010001659393310547;0
1709716277.5130403;foo;0.0010025501251220703;0
1709716277.5140429;foo;0.0009982585906982422;0
1709716277.516064;foo;0.0005309581756591797;0
1709716277.516595;foo;0.0009932518005371094;0
1709716277.5175881;foo;0.0010001659393310547;0
1709716277.5185883;foo;0.0010001659393310547;0
1709716277.5205889;foo;0.0010001659393310547;0
1709716277.5225792;foo;0.0;0
1709716277.5235894;foo;0.0;0
1709716277.5245898;foo;0.0;0
1709716277.52559;foo;0.0;0
1709716277.5266063;foo;0.0005307197570800781;0
1709716277.527137;foo;0.000993490219116211;0
1709716277.5281305;foo;0.00400090217590332;0
1709716277.5331316;foo;0.0;0
1709716277.534442;foo;0.0;0
1709716277.535132;foo;0.0;0
1709716277.536132;foo;0.0;0
1709716277.5371647;foo;0.0005326271057128906;0
1709716277.5376973;foo;0.0010030269622802734;0
1709716277.5397003;foo;0.0;0
1709716277.5407004;foo;0.0;0
1709716277.5417008;foo;0.0;0
1709716277.5427017;foo;0.0;0
1709716277.5437012;foo;0.0;0
1709716277.5447013;foo;0.0;0
1709716277.5457017;foo;0.0;0
1709716277.546702;foo;0.0;0
1709716277.5477202;foo;0.0005307197570800781;0
1709716277.548251;foo;0.003993988037109375;0
1709716277.553245;foo;0.0;0
1709716277.5542455;foo;0.0010001659393310547;0
1709716277.5552456;foo;0.0010004043579101562;0
1709716277.556246;foo;0.0009999275207519531;0
1709716277.557246;foo;0.00101470947265625;0
1709716277.5582607;foo;0.000985860824584961;0
1709716277.5592465;foo;0.0010004043579101562;0
1709716277.560247;foo;0.0009999275207519531;0
1709716277.5612469;foo;0.0010004043579101562;0
1709716277.5622473;foo;0.0010027885437011719;0
1709716277.5642478;foo;0.0;0
1709716277.5652478;foo;0.0;0
1709716277.566248;foo;0.0;73827
1709716277.5672483;foo;0.0;0
1709716277.5682485;foo;0.0;0
1709716277.5737886;foo;0.0010190010070800781;0
1709716277.5748076;foo;0.0009815692901611328;0
1709716277.5767896;foo;0.0;0
